seller_ID;price;card_ID;card_condition;language;is_foiled;amount;date_ID
hespacc;0.49;Skyshroud Claim;Near Mint;English;False;3;1
Mirrankreuzritter;0.49;Skyshroud Claim;Near Mint;English;False;4;1
matiasgabarron;0.49;Skyshroud Claim;Excellent;English;False;2;1
HiveGames;0.50;Skyshroud Claim;Excellent;English;False;8;1
mtg-discounter24;0.50;Skyshroud Claim;Near Mint;English;False;41;1
Athabasca;0.50;Skyshroud Claim;Near Mint;English;False;3;1
Twoshop;0.50;Skyshroud Claim;Near Mint;English;False;1;1
DHGames;0.50;Skyshroud Claim;Near Mint;English;False;5;1
ishotya;0.50;Skyshroud Claim;Excellent;English;False;1;1
DagonX;0.50;Skyshroud Claim;Near Mint;English;False;7;1
landshome279;0.50;Skyshroud Claim;Near Mint;English;False;4;1
satirobcn;0.50;Skyshroud Claim;Near Mint;English;False;2;1
Bigs77;0.50;Skyshroud Claim;Near Mint;English;False;4;1
gambo;0.50;Skyshroud Claim;Near Mint;English;False;4;1
stamosm;0.50;Skyshroud Claim;Near Mint;English;False;2;1
Bruce7506;0.50;Skyshroud Claim;Mint;English;False;5;1
rakerone;0.50;Skyshroud Claim;Good;English;False;1;1
Mintcardgem;0.50;Skyshroud Claim;Near Mint;English;False;1;1
AdrianMC;0.50;Skyshroud Claim;Near Mint;English;False;1;1
Skiski;0.50;Skyshroud Claim;Near Mint;English;False;1;1
rockardist;0.50;Skyshroud Claim;Near Mint;English;False;1;1
DrDkt666;0.50;Skyshroud Claim;Near Mint;English;False;8;1
Zoios;0.50;Skyshroud Claim;Near Mint;English;False;1;1
Kuduce;0.50;Skyshroud Claim;Near Mint;English;False;1;1
Colovia;0.50;Skyshroud Claim;Near Mint;English;False;1;1
Mavado-Vemos;0.50;Skyshroud Claim;Near Mint;English;False;1;1
K40crew;0.50;Skyshroud Claim;Near Mint;English;False;2;1
michaldurovic;0.50;Skyshroud Claim;Near Mint;English;False;1;1
Muttonium;0.50;Skyshroud Claim;Near Mint;English;False;2;1
Adway;0.50;Skyshroud Claim;Near Mint;English;False;3;1
Carioca9987;0.50;Skyshroud Claim;Near Mint;English;False;1;1
maxsilver;0.50;Skyshroud Claim;Near Mint;English;False;1;1
pbjoker;0.51;Skyshroud Claim;Near Mint;English;False;2;1
pbjoker;0.51;Skyshroud Claim;Near Mint;English;False;4;1
Ghostlo;0.54;Skyshroud Claim;Near Mint;English;False;3;1
Magicshop2000;0.54;Skyshroud Claim;Excellent;English;False;1;1
CrazyComicsAndGames;0.55;Skyshroud Claim;Near Mint;English;False;4;1
Abdelbach;0.55;Skyshroud Claim;Near Mint;English;False;1;1
heckman;0.55;Skyshroud Claim;Near Mint;English;False;1;1
Zloch;0.55;Skyshroud Claim;Near Mint;English;False;2;1
Ceribe;0.56;Skyshroud Claim;Near Mint;English;False;2;1
deathhenker;0.57;Skyshroud Claim;Near Mint;English;False;2;1
OutpostBrussels;0.59;Skyshroud Claim;Near Mint;English;False;4;1
Zakk67;0.59;Skyshroud Claim;Near Mint;English;False;1;1
zalakke;0.59;Skyshroud Claim;Excellent;English;False;1;1
CardCastle;0.60;Skyshroud Claim;Near Mint;English;False;4;1
Admiral-Haze;0.60;Skyshroud Claim;Near Mint;English;False;1;1
Moltras;0.60;Skyshroud Claim;Near Mint;English;False;1;1
Moltras;0.60;Skyshroud Claim;Excellent;English;False;2;1
masa;0.60;Skyshroud Claim;Near Mint;English;False;5;1
roughy;0.60;Skyshroud Claim;Near Mint;English;False;4;1
cornelius59;0.60;Skyshroud Claim;Near Mint;English;False;7;1
Zoocomics;0.60;Skyshroud Claim;Near Mint;English;False;1;1
seagel;0.60;Skyshroud Claim;Near Mint;English;False;12;1
D-Insane;0.60;Skyshroud Claim;Near Mint;English;False;5;1
elliot1990pl;0.60;Skyshroud Claim;Excellent;English;False;2;1
evertk;0.60;Skyshroud Claim;Near Mint;English;False;3;1
matic;0.60;Skyshroud Claim;Near Mint;English;False;1;1
dommedag;0.60;Skyshroud Claim;Near Mint;English;False;1;1
Quilombero;0.60;Skyshroud Claim;Near Mint;English;False;1;1
TizziTizzi;0.60;Skyshroud Claim;Excellent;English;False;1;1
leonin;0.65;Skyshroud Claim;Near Mint;English;False;1;1
Lorena;0.65;Skyshroud Claim;Near Mint;English;False;4;1
JJ-Finkleton;0.65;Skyshroud Claim;Near Mint;English;False;1;1
Boromol;0.65;Skyshroud Claim;Near Mint;English;False;2;1
flosiii;0.66;Skyshroud Claim;Near Mint;English;False;1;1
jerome34;0.68;Skyshroud Claim;Excellent;English;False;4;1
punkboy48;0.68;Skyshroud Claim;Near Mint;English;False;1;1
MagicTradeHouseNo1;0.69;Skyshroud Claim;Excellent;English;False;4;1
DavidxRodx;0.69;Skyshroud Claim;Mint;English;False;3;1
goodoldcards;0.69;Skyshroud Claim;Near Mint;English;False;1;1
NicoDN;0.70;Skyshroud Claim;Near Mint;English;False;1;1
Strat066;0.70;Skyshroud Claim;Near Mint;English;False;3;1
ClemFr;0.70;Skyshroud Claim;Near Mint;English;False;3;1
MaxiM87;0.70;Skyshroud Claim;Near Mint;English;False;1;1
Sadquatch;0.70;Skyshroud Claim;Near Mint;English;False;1;1
Games-Island;0.71;Skyshroud Claim;Light Played;English;False;1;1
Mazvigosl;0.74;Skyshroud Claim;Near Mint;English;False;8;1
DonMTG;0.75;Skyshroud Claim;Near Mint;English;False;14;1
das-Marmak;0.75;Skyshroud Claim;Near Mint;English;False;12;1
Rusty2410;0.75;Skyshroud Claim;Near Mint;English;False;8;1
Magicsaleman;0.75;Skyshroud Claim;Near Mint;English;False;5;1
tuvok85;0.75;Skyshroud Claim;Near Mint;English;False;1;1
Jurgencreyf;0.75;Skyshroud Claim;Near Mint;English;False;2;1
LotusGarden;0.75;Skyshroud Claim;Near Mint;English;False;1;1
buchanin;0.75;Skyshroud Claim;Near Mint;English;False;2;1
gabrielooos93;0.75;Skyshroud Claim;Excellent;English;False;3;1
MishrasCardshop;0.75;Skyshroud Claim;Near Mint;English;False;4;1
MrclBok;0.75;Skyshroud Claim;Near Mint;English;False;3;1
MagicEmporium;0.79;Skyshroud Claim;Near Mint;English;False;16;1
Harakesh;0.79;Skyshroud Claim;Near Mint;English;False;2;1
The-Inn-TCG;0.79;Skyshroud Claim;Near Mint;English;False;6;1
DrawstepGD;0.80;Skyshroud Claim;Excellent;English;False;2;1
magictuga;0.84;Skyshroud Claim;Near Mint;English;False;4;1
Ghostlo;0.84;Skyshroud Claim;Near Mint;English;False;3;1
Ghostlo;0.86;Skyshroud Claim;Near Mint;English;False;1;1
Abdelbach;0.88;Skyshroud Claim;Near Mint;English;False;2;1
Igibert;0.88;Skyshroud Claim;Near Mint;English;False;3;1
MagicTradeHouseNo1;0.89;Skyshroud Claim;Excellent;English;False;4;1
pl0wbeast;0.89;Skyshroud Claim;Excellent;English;False;2;1
Moria05;0.90;Skyshroud Claim;Near Mint;English;False;2;1
DrawstepGD;0.90;Skyshroud Claim;Near Mint;English;False;4;1
Igibert;0.90;Skyshroud Claim;Near Mint;English;False;7;1
FKTRD;0.92;Skyshroud Claim;Excellent;English;False;1;1
PlayTimeComo;0.94;Skyshroud Claim;Excellent;English;False;2;1
Grecutus;0.95;Skyshroud Claim;Near Mint;English;False;2;1
kreaten;0.95;Skyshroud Claim;Near Mint;English;False;6;1
ZackyVeah;0.95;Skyshroud Claim;Near Mint;English;False;5;1
HeinerBremer;0.95;Skyshroud Claim;Near Mint;English;False;7;1
WizardshopCz;0.98;Skyshroud Claim;Near Mint;English;False;20;1
Wildfirestore;0.98;Skyshroud Claim;Near Mint;English;False;1;1
Zebratus;0.98;Skyshroud Claim;Near Mint;English;False;1;1
willybizarre;0.99;Skyshroud Claim;Near Mint;English;False;8;1
Outpostgamecenter;0.99;Skyshroud Claim;Near Mint;English;False;10;1
Galactus-Roma;0.99;Skyshroud Claim;Near Mint;English;False;4;1
CardsMania;0.99;Skyshroud Claim;Near Mint;English;False;4;1
CARAB;0.99;Skyshroud Claim;Near Mint;English;False;2;1
magiccorner;0.99;Skyshroud Claim;Near Mint;English;False;4;1
DRAGONCT;0.99;Skyshroud Claim;Near Mint;Japanese;False;3;1
Metropolis-Center;0.99;Skyshroud Claim;Near Mint;English;False;4;1
NobleGarden;0.99;Skyshroud Claim;Near Mint;English;False;4;1
pl0wbeast;0.99;Skyshroud Claim;Near Mint;English;False;4;1
pl0wbeast;0.99;Skyshroud Claim;Near Mint;English;False;1;1
pl0wbeast;0.99;Skyshroud Claim;Near Mint;English;False;3;1
Skaldenmagie;0.99;Skyshroud Claim;Near Mint;English;False;1;1
Bjiarni;0.99;Skyshroud Claim;Near Mint;English;False;1;1
Goshar;0.99;Skyshroud Claim;Mint;English;False;2;1
das-Marmak;1.00;Skyshroud Claim;Near Mint;English;False;60;1
Kuldotha-Bazaar;1.00;Skyshroud Claim;Near Mint;English;False;3;1
Nightshade-Shop;1.00;Skyshroud Claim;Near Mint;English;False;1;1
PlaceOfGeek;1.00;Skyshroud Claim;Near Mint;English;False;2;1
LotusVale-Bochum;1.00;Skyshroud Claim;Excellent;English;False;2;1
Deprolloneon;1.00;Skyshroud Claim;Near Mint;English;False;3;1
zarcenas;1.00;Skyshroud Claim;Near Mint;English;False;1;1
DoozEscape;1.00;Skyshroud Claim;Near Mint;English;False;1;1
Baldur82;1.00;Skyshroud Claim;Near Mint;English;False;1;1
Baldur82;1.00;Skyshroud Claim;Near Mint;English;False;1;1
delmas;1.00;Skyshroud Claim;Near Mint;English;False;2;1
TCG-entertainment;1.08;Skyshroud Claim;Near Mint;English;False;20;1
DragonReikaiGames;1.09;Skyshroud Claim;Near Mint;Japanese;False;7;1
Abdelbach;1.18;Skyshroud Claim;Near Mint;English;False;1;1
TolarianBrewAcademy;1.31;Skyshroud Claim;Near Mint;English;False;26;1
JM123;1.32;Skyshroud Claim;Near Mint;English;False;2;1
normans;1.36;Skyshroud Claim;Excellent;English;False;1;1
Gunship-Games;1.43;Skyshroud Claim;Near Mint;English;False;4;1
Mazvigosl;1.45;Skyshroud Claim;Near Mint;English;False;8;1
inter-paul;1.46;Skyshroud Claim;Excellent;English;False;2;1
jokerbovisa;1.48;Skyshroud Claim;Near Mint;English;False;4;1
Playin;1.49;Skyshroud Claim;Near Mint;English;False;4;1
House-of-Games;1.49;Skyshroud Claim;Near Mint;English;False;4;1
inter-paul;1.54;Skyshroud Claim;Excellent;English;False;4;1
karmacrow;1.55;Skyshroud Claim;Excellent;English;False;7;1
BB-Spiele;1.66;Skyshroud Claim;Near Mint;English;False;4;1
SpielRaum;1.69;Skyshroud Claim;Good;English;False;1;1
SpielRaum;1.87;Skyshroud Claim;Near Mint;English;False;4;1
House-of-Games;1.99;Skyshroud Claim;Near Mint;English;False;4;1
Deprolloneon;2.00;Skyshroud Claim;Near Mint;English;False;2;1
JohnWizard;2.00;Skyshroud Claim;Near Mint;English;False;1;1
SVKZeke;2.50;Skyshroud Claim;Near Mint;English;False;1;1
SVKZeke;5.00;Skyshroud Claim;Near Mint;English;False;3;1
AboveGodlike;7.50;Skyshroud Claim;Near Mint;English;False;1;1
webuyanycard;8.38;Skyshroud Claim;Near Mint;English;False;1;1
Kiki237;8.49;Skyshroud Claim;Near Mint;English;False;1;1
Antonius;8.50;Skyshroud Claim;Near Mint;English;False;1;1
LPPCOLLECTING-IT-SRL;9.00;Skyshroud Claim;Near Mint;English;False;2;1
MagicBarcelona;9.99;Skyshroud Claim;Near Mint;English;False;1;1
toycastle;10.00;Skyshroud Claim;Near Mint;English;False;1;1
masa;10.00;Skyshroud Claim;Near Mint;English;False;1;1
Rusty2410;10.95;Skyshroud Claim;Near Mint;English;False;1;1
TimeaB;12.99;Skyshroud Claim;Near Mint;English;False;4;1
Kartenkoenig;14.95;Skyshroud Claim;Near Mint;English;False;1;1
DRAGONCT;14.99;Skyshroud Claim;Near Mint;Japanese;False;2;1
TimeaB;15.50;Skyshroud Claim;Near Mint;English;False;4;1
roughy;20.00;Skyshroud Claim;Mint;English;False;1;1
martial-alters;20.00;Skyshroud Claim;Excellent;English;False;1;1
martial-alters;20.00;Skyshroud Claim;Excellent;English;False;1;1
Mazvigosl;1000.00;Skyshroud Claim;Near Mint;English;False;8;1
replicart71;0.02;Impulse;Good;English;False;2;1
WhiteFoxThree;0.02;Impulse;Near Mint;English;False;1;1
Jean-Claire;0.02;Impulse;Good;English;False;1;1
Jean-Claire;0.02;Impulse;Excellent;English;False;2;1
NuggetGaming;0.03;Impulse;Near Mint;English;False;1;1
ctouya;0.02;Impulse;Near Mint;English;False;1;1
Giftsungiven;0.02;Impulse;Near Mint;English;False;1;1
Emisary121;0.02;Impulse;Near Mint;English;False;1;1
Espell;0.02;Impulse;Near Mint;English;False;1;1
ruben52;0.04;Impulse;Near Mint;English;False;1;1
procards;0.05;Impulse;Near Mint;English;False;2;1
ludovic1968;0.05;Impulse;Near Mint;English;False;3;1
valis;0.05;Impulse;Near Mint;English;False;1;1
antonio-muenster;0.05;Impulse;Mint;English;False;6;1
NoDrummer;0.05;Impulse;Excellent;English;False;3;1
Styliann;0.05;Impulse;Near Mint;English;False;1;1
yannloison13;0.05;Impulse;Near Mint;English;False;1;1
masistuta;0.05;Impulse;Near Mint;English;False;1;1
Trade-Secrets;0.05;Impulse;Near Mint;English;False;1;1
phagma;0.05;Impulse;Near Mint;English;False;2;1
Gautch;0.05;Impulse;Near Mint;English;False;1;1
txbcards;0.05;Impulse;Near Mint;English;False;1;1
Knightnight;0.05;Impulse;Near Mint;English;False;2;1
karasofr;0.05;Impulse;Excellent;English;False;1;1
Pa-t-ch;0.05;Impulse;Excellent;English;False;1;1
rogiol;0.05;Impulse;Near Mint;English;False;1;1
danieldisco;0.05;Impulse;Excellent;English;False;2;1
Admiral-Haze;0.07;Impulse;Near Mint;English;False;1;1
aleeuwen1;0.07;Impulse;Excellent;English;False;2;1
Geek-Corner;0.08;Impulse;Near Mint;English;False;1;1
Stefouch;0.08;Impulse;Near Mint;English;False;2;1
MarcoSanzin;0.08;Impulse;Near Mint;English;False;1;1
PartyNator;0.08;Impulse;Near Mint;English;False;1;1
pisqnek;0.09;Impulse;Near Mint;English;False;2;1
Goodlookgamer;0.09;Impulse;Mint;English;False;2;1
TopdeckDK;0.09;Impulse;Near Mint;English;False;9;1
sedehiMTG;0.39;Impulse;Near Mint;English;False;1;1
Magiccardshop;0.40;Impulse;Near Mint;English;False;20;1
TCGWarehouse;0.10;Impulse;Near Mint;English;False;1;1
helpoemer;0.10;Impulse;Near Mint;English;False;7;1
Nerd-Shop;0.10;Impulse;Near Mint;English;False;1;1
Andycards;0.10;Impulse;Near Mint;English;False;1;1
weißer-Lotus;0.10;Impulse;Near Mint;English;False;2;1
sanjic;0.10;Impulse;Near Mint;English;False;2;1
MagusDoVinhedo;0.10;Impulse;Near Mint;English;False;1;1
Wintereinbruch;0.10;Impulse;Near Mint;English;False;1;1
Kissmaiass;0.10;Impulse;Near Mint;English;False;3;1
thewirtschaftswunder;0.10;Impulse;Excellent;English;False;1;1
BaukeS;0.10;Impulse;Near Mint;English;False;6;1
Blackbolt;0.10;Impulse;Near Mint;English;False;2;1
Ex0rcist;0.10;Impulse;Near Mint;English;False;1;1
nicororix;0.10;Impulse;Mint;English;False;2;1
petedk;0.10;Impulse;Near Mint;English;False;5;1
Rhaegar-LR;0.10;Impulse;Near Mint;English;False;2;1
Benben78;0.10;Impulse;Near Mint;English;False;2;1
kevkev;0.10;Impulse;Near Mint;English;False;1;1
Cohnjollins;0.10;Impulse;Near Mint;English;False;1;1
jeristy;0.10;Impulse;Near Mint;English;False;1;1
N3B3L;0.10;Impulse;Near Mint;English;False;1;1
plkfd;0.10;Impulse;Near Mint;English;False;17;1
oschulte;0.10;Impulse;Near Mint;English;False;5;1
Danedeluxe;0.10;Impulse;Near Mint;English;False;4;1
Theuderich;0.10;Impulse;Near Mint;English;False;1;1
GobboDealer;0.10;Impulse;Near Mint;English;False;1;1
Nihili;0.10;Impulse;Near Mint;English;False;2;1
Lighting;0.10;Impulse;Near Mint;English;False;2;1
helldanno;0.10;Impulse;Near Mint;English;False;2;1
Akroma1987;0.10;Impulse;Near Mint;English;False;2;1
Jacob8800;0.10;Impulse;Excellent;English;False;4;1
Muskatnuss6;0.10;Impulse;Near Mint;English;False;2;1
Diogenes;0.40;Impulse;Near Mint;English;False;1;1
AdrianMC;0.10;Impulse;Near Mint;English;False;1;1
SpecialOne28;0.10;Impulse;Near Mint;English;False;2;1
emanuelemarket;0.10;Impulse;Near Mint;English;False;3;1
DrDkt666;0.10;Impulse;Near Mint;English;False;3;1
Maumoleseullevrai;0.10;Impulse;Near Mint;English;False;1;1
alfredjkwak;0.10;Impulse;Near Mint;English;False;2;1
Iscalia;0.10;Impulse;Near Mint;English;False;1;1
PzychoL;0.10;Impulse;Near Mint;English;False;1;1
Belkeen;0.10;Impulse;Good;English;False;1;1
NickyBluepants;0.10;Impulse;Near Mint;English;False;2;1
Trudlo;0.11;Impulse;Near Mint;English;False;3;1
Mtg-volos;0.11;Impulse;Near Mint;English;False;1;1
MBrinch;0.11;Impulse;Near Mint;English;False;3;1
Madveek;0.11;Impulse;Near Mint;English;False;1;1
ggmagic;0.12;Impulse;Excellent;English;False;5;1
Geeksandgamers;0.12;Impulse;Near Mint;English;False;34;1
KrayBoul;0.12;Impulse;Near Mint;English;False;3;1
JoeyMoey;0.12;Impulse;Near Mint;English;False;1;1
daktylus75;0.50;Impulse;Near Mint;English;False;7;1
DagonX;0.50;Impulse;Near Mint;English;False;1;1
dakkon87;0.13;Impulse;Near Mint;English;False;11;1
bouzekry;0.13;Impulse;Near Mint;English;False;2;1
mattopul;0.13;Impulse;Near Mint;English;False;2;1
Cypress;0.14;Impulse;Near Mint;English;False;1;1
LorenzMatterhorn;0.14;Impulse;Near Mint;English;False;1;1
Diogenes;0.14;Impulse;Near Mint;English;False;2;1
RFD94;0.14;Impulse;Near Mint;English;False;2;1
sedehiMTG;0.59;Impulse;Near Mint;English;False;3;1
cernyrytir;0.15;Impulse;Near Mint;English;False;38;1
Hobby-Games;0.15;Impulse;Near Mint;English;False;6;1
elrincondelhobby;0.15;Impulse;Near Mint;English;False;9;1
JoeBuddha;0.15;Impulse;Near Mint;English;False;2;1
Psiakowy;0.15;Impulse;Excellent;English;False;49;1
ggmagic;0.15;Impulse;Near Mint;English;False;3;1
NEMESIS23180;0.15;Impulse;Near Mint;English;False;1;1
Alexander1907;0.15;Impulse;Near Mint;English;False;30;1
AVATAR-PL;0.15;Impulse;Near Mint;English;False;2;1
LudoB;0.15;Impulse;Near Mint;English;False;1;1
Athabasca;0.15;Impulse;Near Mint;English;False;7;1
Meistermeuchler;0.15;Impulse;Near Mint;English;False;2;1
Gferro;0.15;Impulse;Near Mint;English;False;1;1
Bestialos;0.15;Impulse;Near Mint;English;False;4;1
Hellcat;0.15;Impulse;Near Mint;English;False;1;1
hefaistos;0.15;Impulse;Near Mint;English;False;2;1
pbjoker;0.15;Impulse;Near Mint;English;False;7;1
caceres2020;0.15;Impulse;Near Mint;English;False;4;1
Reitina;0.15;Impulse;Near Mint;English;False;9;1
CardStore-Blois;0.15;Impulse;Near Mint;English;False;3;1
vale46;0.15;Impulse;Near Mint;English;False;1;1
Sinici1992;0.15;Impulse;Near Mint;English;False;1;1
Trons63;0.15;Impulse;Near Mint;English;False;1;1
tschudti;0.15;Impulse;Near Mint;English;False;1;1
Ersanto;0.15;Impulse;Excellent;English;False;1;1
Alexsoul;0.15;Impulse;Near Mint;English;False;1;1
MTG-Prime;0.15;Impulse;Excellent;English;False;2;1
feanor986;0.15;Impulse;Near Mint;English;False;1;1
davebeelen;0.15;Impulse;Near Mint;English;False;2;1
Mintcardgem;0.15;Impulse;Near Mint;English;False;1;1
Skiski;0.15;Impulse;Near Mint;English;False;1;1
JoeyMoey;0.15;Impulse;Near Mint;English;False;1;1
GunCha;0.15;Impulse;Near Mint;English;False;2;1
ClemFr;0.15;Impulse;Near Mint;English;False;2;1
JohnWizard;0.15;Impulse;Near Mint;English;False;1;1
Altezio;0.15;Impulse;Near Mint;English;False;1;1
ElFeeder;0.15;Impulse;Near Mint;English;False;1;1
Abyssalia;0.15;Impulse;Near Mint;English;False;1;1
lauke101;0.15;Impulse;Near Mint;English;False;2;1
Enske92;0.15;Impulse;Mint;English;False;1;1
alec1012;0.15;Impulse;Near Mint;English;False;4;1
Mtgspot;0.16;Impulse;Near Mint;English;False;38;1
kARNN;0.16;Impulse;Near Mint;English;False;2;1
Sebas74;0.16;Impulse;Near Mint;English;False;2;1
Diesler;0.16;Impulse;Near Mint;English;False;2;1
Hgjlesv;0.16;Impulse;Near Mint;English;False;1;1
DuploCard;0.16;Impulse;Near Mint;English;False;4;1
hael22;0.17;Impulse;Near Mint;English;False;7;1
daidojilaurent;0.17;Impulse;Near Mint;English;False;1;1
CardgeekNL;0.18;Impulse;Excellent;English;False;1;1
TimeaB;0.18;Impulse;Near Mint;English;False;2;1
elbonenet;0.18;Impulse;Near Mint;English;False;6;1
Zaki23;0.18;Impulse;Near Mint;English;False;4;1
Larinski;0.18;Impulse;Near Mint;English;False;1;1
Goblin-Patron;0.18;Impulse;Near Mint;English;False;1;1
Hammy;0.18;Impulse;Near Mint;English;False;1;1
magicpartcard;0.18;Impulse;Near Mint;English;False;9;1
Gretski15;0.18;Impulse;Near Mint;English;False;3;1
micke84;0.19;Impulse;Near Mint;English;False;2;1
Dinis;0.19;Impulse;Near Mint;English;False;1;1
BriXtreme;0.19;Impulse;Near Mint;English;False;7;1
diddos;0.19;Impulse;Near Mint;English;False;5;1
Kumpel-Trading;0.19;Impulse;Excellent;English;False;1;1
TablerazeMontpellier;0.19;Impulse;Near Mint;English;False;6;1
HolmesFr;0.19;Impulse;Near Mint;English;False;2;1
kajika46;0.19;Impulse;Near Mint;English;False;1;1
TJHollaar;0.19;Impulse;Near Mint;English;False;4;1
TiagoParracho;0.19;Impulse;Near Mint;English;False;3;1
MichaelBondeDK;0.19;Impulse;Excellent;English;False;7;1
holzvalle;0.19;Impulse;Near Mint;English;False;1;1
TheBoyz;0.19;Impulse;Near Mint;English;False;2;1
Pixie;0.19;Impulse;Near Mint;English;False;4;1
Sellerarjafin;0.19;Impulse;Near Mint;English;False;2;1
MoonVillage;0.20;Impulse;Near Mint;English;False;4;1
MoonVillage;0.20;Impulse;Excellent;English;False;1;1
Tarmogoyf;0.20;Impulse;Mint;English;False;4;1
DualGames-Alicante;0.20;Impulse;Excellent;English;False;3;1
MerfolkTraders;0.20;Impulse;Near Mint;English;False;1;1
Kap23;0.20;Impulse;Near Mint;English;False;1;1
exaltetangel;0.20;Impulse;Near Mint;English;False;4;1
MadridMagic;0.20;Impulse;Near Mint;English;False;8;1
MadridMagic;0.20;Impulse;Near Mint;English;False;10;1
maxime75018;0.20;Impulse;Near Mint;English;False;4;1
TradingCardsUnited;0.20;Impulse;Near Mint;English;False;2;1
Aberconda;0.20;Impulse;Near Mint;English;False;3;1
ManaMix;0.20;Impulse;Near Mint;English;False;5;1
Twoshop;0.20;Impulse;Near Mint;English;False;4;1
Sinister123;0.20;Impulse;Near Mint;English;False;1;1
Mik1040;0.20;Impulse;Near Mint;English;False;5;1
Midicards4281;0.20;Impulse;Near Mint;English;False;4;1
DombekTorun;0.20;Impulse;Near Mint;English;False;10;1
cornelius59;0.20;Impulse;Near Mint;English;False;17;1
Nils97;0.20;Impulse;Near Mint;English;False;4;1
