seller_ID;seller_name;type;member_since;country;address
77;sedehiMTG;Private;2011;Germany;
78;Magiccardshop;Powerseller;2014;Germany;L¸ssweg 10, 82418 Murnau, Germany
79;TCGWarehouse;Professional;2013;Germany;Gutenbergplatz 1, 04103 Leipzig, Germany
80;helpoemer;Private;2015;Germany;
81;Nerd-Shop;Professional;2017;Germany;Kaiserstraﬂe 50, 66849 Landstuhl, Germany
82;Andycards;Professional;2014;Italy;Viale dei Navigatori 4/a, 48122 Punta Marina Terme (RA), Italy
83;weiﬂer-Lotus;Professional;2009;Germany;Friedhofsweg 18, 61197 Florstadt, Germany
84;sanjic;Private;2012;France;
85;MagusDoVinhedo;Private;2012;Portugal;
86;Wintereinbruch;Private;2010;Germany;
87;Kissmaiass;Private;2014;Spain;
88;thewirtschaftswunder;Private;2015;Germany;
89;Felixuco;Private;2015;Spain;
90;Richaardi;Private;2015;Portugal;
91;diddos;Private;2012;Belgium;
92;dakkon87;Private;2011;Italy;
93;Mirikov;Private;2021;Germany;
94;BrandyBrand;Professional;2018;Germany;Auf dem Halmburger 6, 35043 Marburg, Germany
95;Giftsungiven;Private;2013;Portugal;
96;Gautch;Private;2017;France;
97;weiﬂer-Lotus;Professional;2009;Germany;Friedhofsweg 18, 61197 Florstadt, Germany
98;Glimrir;Private;2018;Denmark;
99;Dr4ken;Private;2018;Poland;
100;Praseodym;Private;2009;Germany;
101;Leidnix;Private;2011;Germany;
102;Netz122;Private;2009;Germany;
103;changar;Private;2012;France;
104;NechljudoW;Private;2013;Germany;
105;Phalnar;Private;2015;Switzerland;
106;Ginsch;Private;2020;Austria;
107;annor;Private;2018;Czech Republic;
108;Meister14;Private;2017;Spain;
109;Pastorius84;Private;2020;Italy;
110;Cardboard-Collector;Private;2020;Netherlands;
111;coupdegrac3;Private;2018;Austria;
112;ryuxuyr;Private;2019;Portugal;
113;jeh11;Private;2018;Switzerland;
114;MTGSander;Private;2017;Netherlands;
115;Xevkin;Private;2012;Ireland;
116;Sushi91;Private;2016;Czech Republic;
117;Plysier;Private;2019;Belgium;
118;jmskns69;Professional;2018;Estonia;Siili 3-8, 13422 Tallinn, Estonia
119;procrustean;Private;2013;United Kingdom;
120;DiamondValley;Private;2009;Germany;
121;DavidRuemmler;Professional;2015;Germany;Georg-Palitzsch-Straﬂe, 17, 01239 Dresden, Germany
122;magicislove;Private;2019;Germany;
123;sinac;Private;2011;Belgium;
124;FrankieR;Private;2012;Netherlands;
125;milesdererste;Private;2015;Germany;
126;Bennlipp;Private;2019;Germany;
127;Strat066;Private;2014;Germany;
128;AcidQueen;Private;2019;Greece;
129;Remin;Private;2017;Germany;
130;Wimmeeus;Private;2019;Belgium;
131;Orzi86;Private;2017;Poland;
132;Saunameister88;Private;2016;Germany;
133;moercel;Private;2015;Germany;
134;AceMagicDealer;Professional;2012;Spain;Lope De Vega N∫20 - 4∫D, 34001 Palencia, Spain
135;Diogenes;Private;2017;Greece;
136;Nomar;Private;2017;Spain;
137;patraspatras22;Private;2017;Spain;
138;La-Tetedeslip;Private;2018;France;
139;termestino;Private;2010;Spain;
140;scaveooz;Private;2014;France;
141;CrazyComicsAndGames;Professional;2011;Italy;Via Medaglie d'Oro 8, 21100 Varese, Italy
142;berjackie;Private;2015;France;
143;AVATAR-PL;Professional;2017;Poland
;144;weiﬂer-Lotus;Professional;2009;Germany;Friedhofsweg 18, 61197 Florstadt, Germany
